"CO_UF_RESIDENCIA","SG_UF_RESIDENCIA","NU_IDADE","TP_SEXO","TP_NACIONALIDADE","TP_ST_CONCLUSAO","TP_ANO_CONCLUIU","TP_ESCOLA","IN_TREINEIRO","IN_BAIXA_VISAO","IN_CEGUEIRA","IN_SURDEZ","IN_DISLEXIA","IN_DISCALCULIA","IN_SABATISTA","IN_GESTANTE","IN_IDOSO","TP_PRESENCA_CN","TP_PRESENCA_CH","TP_PRESENCA_LC","CO_PROVA_CN","CO_PROVA_LC","CO_PROVA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","TP_STATUS_REDACAO","NU_NOTA_COMP1","NU_NOTA_COMP2","NU_NOTA_COMP3","NU_NOTA_COMP4","NU_NOTA_COMP5","NU_NOTA_REDACAO","Q001","Q002","Q006","Q024","Q025","Q026","Q027","Q047","regioes","idade2"
35,26,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,428.9,530.7,551.8,1,160,140,140,160,140,740,8,5,9,3,2,1,1,4,4,36
31,11,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,408,555.6,479.4,1,120,120,120,120,100,580,4,5,2,2,2,1,1,1,4,34
23,6,42,1,1,1,9,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,501,366.2,404.9,1,100,100,80,80,80,440,2,2,2,1,1,1,1,1,2,84
27,2,28,2,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,439,579,549.8,1,120,120,100,120,100,560,5,3,3,1,1,2,13,1,2,56
26,16,22,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,406.7,592.6,581.2,1,100,120,120,100,140,580,1,2,4,1,2,3,4,1,2,44
41,18,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,567.7,560.8,514,1,120,120,120,120,120,600,2,3,2,2,2,1,1,1,5,38
27,2,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,391.3,420.8,483,1,140,100,100,100,40,480,2,3,2,2,2,1,1,1,2,34
15,14,18,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,420.7,466.4,482.4,1,100,80,60,80,40,360,2,2,3,1,1,1,1,1,3,36
26,16,16,2,2,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,417.8,495.8,464.2,1,120,80,80,80,0,360,4,5,1,1,1,1,1,1,2,32
15,14,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,483.2,497.1,504.4,1,120,120,120,120,120,600,5,4,5,1,1,1,1,1,3,40
29,5,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,444,403.9,369.4,1,80,60,60,80,40,320,4,4,2,1,1,1,1,1,2,38
31,11,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,594.2,616,632.9,1,160,160,160,160,120,760,4,3,3,2,1,1,1,1,4,34
29,5,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,7,4,385.9,506.1,426.8,1,100,80,80,80,40,380,2,2,2,1,1,1,1,1,2,32
29,5,19,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,461.2,445.3,474.6,1,120,120,100,120,60,520,2,2,2,1,1,2,5,1,2,38
35,26,21,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,404.3,460.9,502.7,1,120,100,100,120,40,480,3,3,4,2,2,3,7,1,4,42
41,18,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,503.3,602,582.9,1,140,140,160,140,120,700,5,3,5,2,2,1,1,1,5,34
35,26,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,377.8,535.7,513.1,1,120,120,100,120,20,480,5,3,7,2,2,2,5,1,4,38
32,8,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,510.9,520.9,560.3,1,120,120,80,100,40,460,5,3,8,4,2,1,1,1,4,34
31,11,23,1,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,466.7,487.8,499,1,140,160,140,160,120,720,5,5,2,2,2,2,4,1,4,46
41,18,23,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,450.8,585.7,575.9,1,120,120,120,120,100,580,4,2,8,2,1,3,7,1,5,46
35,26,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,451.4,469.9,493.9,1,100,80,60,80,40,360,4,5,3,2,2,2,6,1,4,36
35,26,18,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,574.7,584.6,588.3,1,160,200,200,200,160,920,5,5,8,3,2,1,1,4,4,36
22,17,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,457.7,622.1,590.7,1,140,140,160,160,120,720,5,5,3,2,2,1,1,4,2,34
26,16,19,2,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,385,496.7,470,1,80,80,40,80,40,320,2,5,1,1,1,1,1,1,2,38
29,5,20,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,509,506.7,459.5,1,100,100,80,100,80,460,3,5,1,2,2,2,6,1,2,40
35,26,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,440.5,549.9,560.5,1,100,100,100,100,40,440,8,5,2,1,1,1,1,1,4,36
50,12,23,2,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,552.7,572.6,584.3,1,160,100,100,100,60,520,8,8,3,1,1,3,2,1,1,46
29,5,21,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,467.9,416.2,507.8,1,120,120,100,120,80,540,3,3,3,2,2,1,1,1,2,42
22,17,25,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,439,486.3,403.2,1,100,80,80,80,60,400,2,2,2,1,1,2,11,1,2,50
23,6,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,545.9,517.6,547.8,1,100,120,120,120,80,540,8,6,2,1,1,1,1,1,2,34
25,15,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,589.9,639.2,613.1,1,160,180,180,200,160,880,6,5,8,3,2,1,1,4,2,34
31,11,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,6,7,578.9,574.3,598.3,1,140,100,120,120,40,520,2,5,2,2,2,1,1,1,4,34
35,26,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,527.2,605.7,506.1,1,140,140,140,140,80,640,4,5,6,2,2,1,1,1,4,34
24,20,23,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,3,4,5,623.8,680.7,651.4,1,140,120,140,100,160,660,5,4,16,4,2,2,8,4,2,46
43,23,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,444.9,557,570.4,1,120,120,120,140,100,600,5,3,6,3,2,1,1,1,5,34
35,26,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,533.2,474.1,537.9,1,120,140,120,140,100,620,8,3,4,2,2,2,5,1,4,36
23,6,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,510.3,461.5,520.1,1,120,80,80,100,60,440,5,6,2,1,1,1,1,1,2,36
15,14,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,418.7,538.9,534.4,1,120,120,80,120,120,560,4,5,2,1,2,1,1,5,3,32
21,10,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,463,396.7,415.4,1,120,120,120,120,80,560,5,5,3,1,1,1,1,5,2,34
41,18,17,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,1,1,3,9,1,475.2,537.9,557.4,1,160,160,140,160,140,760,3,4,7,2,2,1,1,1,5,34
50,12,20,1,3,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,453.5,494.7,418.2,1,140,120,120,100,100,580,5,5,11,4,2,1,1,2,1,40
35,26,18,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,457.2,472.2,392.1,1,120,100,120,100,20,460,5,5,2,2,2,1,1,1,4,36
28,25,22,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,429.7,521.6,492.7,1,120,120,160,120,120,640,4,3,2,1,1,3,5,1,2,44
15,14,34,1,1,1,10,1,0,0,0,0,0,0,1,0,0,1,1,1,7,2,9,416.7,473.9,502.5,1,120,120,100,120,60,520,2,2,2,1,1,2,7,1,3,68
22,17,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,9,377.3,521.4,471.1,1,120,100,120,120,60,520,5,6,6,4,2,1,1,4,2,32
23,6,16,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,557.2,568.3,557.3,1,120,120,120,140,120,620,1,2,2,2,1,1,1,1,2,32
35,26,20,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,428.6,528,479.6,1,120,120,120,120,80,560,2,2,5,2,1,3,6,1,4,40
43,23,21,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,552.2,577.4,588.9,1,120,120,120,140,120,620,5,7,8,3,2,1,1,1,5,42
23,6,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,416.6,464.2,440.7,1,100,80,80,80,60,400,2,2,2,1,1,1,1,1,2,32
35,26,19,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,603.6,635.4,594.8,1,140,120,100,140,60,560,5,5,8,2,2,2,7,1,4,38
24,20,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,551.9,636,609.7,1,160,180,160,200,160,860,2,7,6,1,1,1,1,1,2,36
43,23,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,425.8,531.6,608.4,1,140,80,100,140,80,540,5,7,8,1,1,1,1,4,5,32
31,11,20,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,607.5,618.9,619.8,1,120,120,120,120,100,580,4,4,5,2,2,2,3,1,4,40
26,16,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,493,572.8,451.4,1,120,120,80,120,40,480,2,5,2,2,1,1,1,1,2,38
17,27,19,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,426.1,622.3,577.4,1,140,80,120,100,60,500,5,6,7,2,2,2,2,1,3,38
23,6,24,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,386.3,407.3,467.4,1,120,120,100,120,0,460,1,3,2,1,1,1,1,1,2,48
41,18,27,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,502.2,572.1,579.2,1,80,80,80,80,80,400,2,2,3,1,1,3,3,1,5,54
15,14,18,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,404.8,497.2,496.8,1,120,120,140,120,80,580,8,4,3,2,2,1,1,2,3,36
15,14,20,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,426.8,449.2,515.5,1,120,100,100,120,120,560,4,5,3,1,1,1,1,1,3,40
35,26,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,408.6,535.5,470.1,1,80,80,80,80,0,320,5,5,3,3,2,3,4,1,4,38
53,7,18,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,569.3,580.9,596.9,1,100,120,100,120,120,560,4,3,8,2,2,1,1,4,1,36
35,26,23,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,662.8,648.2,671.9,1,120,120,120,120,80,560,5,5,14,2,2,2,3,4,4,46
23,6,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,525.2,524.9,447.5,1,80,80,80,80,80,400,2,2,2,1,1,2,5,1,2,36
25,15,20,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,447.5,557.8,360.8,1,120,80,80,60,80,420,8,8,2,2,2,2,6,1,2,40
21,10,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,508,548.6,573.2,1,100,120,120,120,80,540,4,5,2,1,1,1,1,1,2,34
31,11,21,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,534.8,505.2,555.3,1,140,140,120,140,100,640,2,5,3,1,2,1,1,1,4,42
43,23,21,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,488.8,556.3,509,1,100,120,100,120,80,520,3,3,5,2,2,3,8,1,5,42
32,8,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,6,7,466.8,574.7,463.4,1,120,120,100,120,80,540,5,5,3,2,2,1,1,4,4,32
15,14,22,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,428.6,485.9,532.8,1,120,120,80,120,40,480,8,2,2,1,1,2,8,1,3,44
26,16,23,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,547.6,550.9,592.4,1,160,160,160,160,100,740,2,3,3,2,2,3,5,1,2,46
35,26,17,1,2,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,2,9,426.2,474.3,523.4,1,120,80,80,100,60,440,2,2,2,1,2,2,3,1,4,34
35,26,17,2,2,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,7,4,432.6,425.4,550.5,1,120,80,60,120,40,420,3,2,3,1,1,1,1,1,4,34
31,11,20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,517.4,421.2,486,1,100,100,80,80,60,420,3,4,2,3,2,1,1,5,4,40
26,16,18,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,434,347.3,393.5,1,80,100,80,80,60,400,3,3,3,1,1,2,5,1,2,36
33,19,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,646.9,548.6,602.4,1,140,140,140,120,120,660,5,6,16,3,2,1,1,5,4,36
15,14,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,458.9,494.1,507.6,1,120,80,80,120,40,440,4,5,2,2,2,1,1,1,3,36
35,26,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,469.8,483.5,438.1,1,120,120,120,120,100,580,5,6,3,2,2,1,1,1,4,34
23,6,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,442.8,511.8,552,1,120,100,100,120,40,480,2,2,2,1,1,1,1,1,2,36
42,24,18,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,447.9,532.2,499.3,1,120,120,120,140,40,540,4,2,7,3,2,1,1,4,5,36
31,11,25,2,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,487,570.7,484.1,1,160,120,160,160,120,720,3,5,5,2,2,3,7,1,4,50
32,8,20,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,472.1,591.8,570.1,1,80,80,100,80,60,400,2,3,3,1,2,3,3,1,4,40
16,4,23,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,444.4,466.5,489.2,1,120,100,80,100,60,460,8,3,1,1,1,2,2,1,3,46
33,19,35,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,367.2,494.9,425.1,1,120,120,120,120,20,500,2,2,6,2,2,3,7,1,4,70
41,18,28,2,1,1,9,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,527.9,505,443.5,1,120,100,100,80,80,480,3,2,6,2,2,3,3,1,5,56
28,25,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,402.7,431.2,377.5,1,140,40,40,60,20,300,8,5,2,2,2,2,6,1,2,38
21,10,17,2,2,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,8,488.3,552.2,449.4,1,120,120,80,100,80,500,3,4,3,1,2,1,1,1,2,34
31,11,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,1,8,599,588.4,562.4,1,120,100,120,100,40,480,6,5,6,3,2,1,1,4,4,34
21,10,23,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,460.6,472.7,498.8,1,120,80,80,80,20,380,2,2,2,1,1,2,7,3,2,46
11,21,19,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,454.2,503.8,513.4,1,120,100,80,120,80,500,4,4,4,2,2,2,7,1,3,38
31,11,15,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,8,507.5,565.5,582.4,1,120,120,120,120,60,540,1,3,2,1,1,1,1,1,4,30
11,21,22,2,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,388.9,503.7,523.8,1,120,100,80,120,60,480,7,5,6,2,2,2,6,1,3,44
41,18,19,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,385.1,447.8,418.5,1,120,100,80,100,80,480,3,4,1,1,1,3,4,1,5,38
35,26,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,558.8,611,583.3,1,140,140,120,120,80,600,8,6,11,4,2,1,1,4,4,32
22,17,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,671.9,666.5,581.7,1,120,160,160,160,120,720,3,7,6,2,2,1,1,4,2,38
31,11,22,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,467.3,487.2,497.7,1,100,120,120,100,80,520,2,2,3,2,2,2,7,1,4,44
26,16,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,400.3,503.9,439.1,8,0,0,0,0,0,0,2,2,1,1,1,1,1,1,2,38
21,10,20,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,469.9,538.7,524.8,1,160,100,100,160,80,600,2,5,2,1,1,1,1,1,2,40
26,16,29,1,1,1,9,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,418.1,561.5,533.6,1,120,100,120,120,40,500,8,4,3,1,1,2,10,1,2,58
31,11,19,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,390,456.3,412.9,1,100,80,80,80,60,400,2,2,2,1,1,2,4,1,4,38
52,9,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,452.1,494.2,512.7,1,120,120,100,80,40,460,5,3,3,1,1,1,1,1,1,36
13,3,37,2,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,499.5,555.8,531.2,1,140,120,120,120,120,620,8,3,2,2,2,2,3,1,3,74
15,14,23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,429.8,534.8,402,1,120,120,100,80,60,480,8,8,1,2,1,2,7,1,3,46
21,10,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,494.9,494.8,537.2,1,120,120,120,100,60,520,3,5,4,1,1,1,1,1,2,36
43,23,27,2,2,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,373.6,475.6,373.6,4,0,0,0,0,0,0,8,2,3,2,1,3,4,1,5,54
35,26,17,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,499.9,534.6,513.5,1,120,120,120,120,20,500,4,4,6,2,2,3,3,4,4,34
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,460.5,545.7,451.6,1,140,120,120,120,80,580,5,4,4,2,2,1,1,1,4,34
26,16,20,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,416.7,487,438.9,1,100,120,120,100,100,540,8,2,2,1,1,1,1,1,2,40
25,15,28,1,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,429.8,471.1,409,1,120,100,80,100,40,440,2,2,2,1,1,2,7,1,2,56
33,19,19,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,702,652.8,655.1,1,160,160,160,140,100,720,6,5,9,3,2,1,1,1,4,38
31,11,27,1,1,1,9,1,0,0,0,0,0,0,1,0,0,1,1,1,7,2,9,555.2,637.3,650.4,1,140,120,120,120,120,620,3,3,3,3,2,3,7,1,4,54
31,11,21,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,620.7,632.7,593.8,1,160,140,120,140,160,720,2,3,2,1,1,3,9,1,4,42
26,16,20,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,446.2,532.8,555.5,1,80,80,60,60,40,320,3,3,2,1,1,2,7,1,2,40
35,26,20,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,471,588.9,457.3,1,100,100,80,100,100,480,2,5,3,2,2,3,3,1,4,40
43,23,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,433.5,488,473.9,1,120,80,100,120,60,480,4,4,7,3,1,1,1,1,5,34
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,442.6,451.7,516.5,1,120,80,80,100,40,420,5,5,4,2,2,1,1,1,4,34
43,23,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,2,9,388.8,530.7,500,1,120,120,120,120,40,520,2,5,5,2,2,1,1,1,5,34
43,23,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,435,442.7,434.8,1,100,120,120,120,100,560,3,3,7,2,2,1,1,1,5,32
41,18,42,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,446.2,533.2,352.6,1,80,80,60,20,40,280,4,4,6,2,2,3,7,1,5,84
23,6,25,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,430,448,473.5,1,80,80,80,100,0,340,2,2,2,1,1,1,1,1,2,50
31,11,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,552.6,572.7,503.9,1,100,120,80,80,40,420,3,6,6,2,2,1,1,1,4,36
31,11,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,371.4,537.5,538,1,120,100,120,100,100,540,5,3,3,1,1,1,1,1,4,32
15,14,18,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,444.6,490.6,525,1,100,60,60,80,40,340,2,2,2,1,1,1,1,1,3,36
53,7,21,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,507.1,580.4,574.1,1,120,120,140,120,100,600,2,3,3,2,2,2,2,1,1,42
35,26,20,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,469.7,614.8,582.7,1,160,140,160,160,120,740,4,2,5,2,2,3,4,4,4,40
31,11,32,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,474.2,613.2,564,1,120,120,80,100,40,460,8,3,2,1,1,2,7,1,4,64
43,23,49,1,2,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,402,545,430.9,1,100,100,120,100,100,520,2,2,2,2,2,2,9,1,5,98
35,26,19,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,505.2,445.3,543.7,1,120,100,80,80,60,440,2,2,4,2,2,1,1,1,4,38
26,16,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,418.5,435.1,418.5,1,140,140,120,120,80,600,2,5,2,1,1,1,1,1,2,38
11,21,37,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,475.6,497.5,515.1,1,120,100,80,80,80,460,2,2,3,2,1,3,6,1,3,74
35,26,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,454,559.1,542.7,1,120,120,120,120,40,520,5,2,8,2,2,2,4,1,4,36
24,20,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,465.8,446.6,444.9,1,120,80,80,100,40,420,5,4,3,1,2,1,1,5,2,34
41,18,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,485.2,617.8,572.8,1,120,140,120,140,100,620,5,5,1,3,2,1,1,2,5,34
43,23,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,536.9,597.9,532.7,1,120,120,120,120,80,560,4,5,3,2,2,1,1,1,5,36
35,26,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,625.1,632,545.4,1,140,160,120,120,120,660,7,6,8,3,2,1,1,4,4,36
35,26,23,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,530,566.4,532.9,1,120,80,80,80,0,360,5,4,3,2,2,3,8,2,4,46
29,5,26,1,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,441.2,501.2,472.1,1,120,120,100,120,80,540,4,5,3,1,1,3,2,1,2,52
32,8,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,424.8,462.3,482.3,1,120,80,80,120,120,520,5,8,2,1,2,1,1,1,4,34
13,3,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,492.1,546,469.3,1,120,80,80,80,40,400,2,2,2,1,1,1,1,1,3,36
15,14,21,2,4,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,443.7,469.8,391.4,1,120,80,60,80,60,400,8,1,1,1,2,2,4,1,3,42
29,5,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,448.9,446.6,506,1,80,80,80,60,40,340,5,3,2,1,2,1,1,1,2,36
24,20,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,8,404.9,403.6,383.2,1,120,120,100,120,80,540,2,4,2,2,2,1,1,1,2,34
33,19,19,1,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,475.2,560.6,544,1,120,120,120,80,120,560,5,5,3,2,2,2,4,1,4,38
43,23,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,475.1,496.2,568.5,1,140,120,120,100,80,560,5,4,7,5,2,3,5,1,5,36
35,26,15,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,402.8,502.4,425.3,1,80,60,80,80,60,360,3,2,3,2,1,1,1,1,4,30
26,16,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,404.3,404.4,430.6,1,140,160,160,160,80,700,5,5,3,2,1,1,1,1,2,34
33,19,21,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,471.9,545.5,540.1,1,100,80,80,80,80,420,6,5,8,2,2,3,5,1,4,42
41,18,22,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,445.2,480,474.8,1,80,100,80,100,40,400,3,4,2,2,2,2,5,1,5,44
31,11,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,605.7,637.6,628.8,1,140,120,120,120,120,620,6,6,10,2,2,1,1,4,4,38
